Case 1 - Low Confidence ( 2393 )
==================================================
HYPONYM(europe, cities)
HYPONYM(readings, entertainment)
HYPONYM(scenes, video)
HYPONYM(sunni, dissidents)
HYPONYM(epilepsy, diseases)
HYPONYM(sewage_systems, sources)
HYPONYM(firefighters, experts)
HYPONYM(abuse, violations)
HYPONYM(economists, professionals)
HYPONYM(airline, web_sites)
HYPONYM(artists, professionals)
HYPONYM(perch, panfish)
HYPONYM(murders, mayhem)
HYPONYM(actresses, artists)
HYPONYM(drawings, works)
HYPONYM(fruits, groceries)
HYPONYM(conflict, issues)
HYPONYM(special_education, topics)
HYPONYM(drug_dealers, hustlers)
HYPONYM(clothes, necessities)
HYPONYM(croissants, pastries)
HYPONYM(katherine_mansfield, women)
HYPONYM(sculptors, worthies)
HYPONYM(afghanistan, nations)
HYPONYM(morgans, millionaires)
HYPONYM(cancer, death)
HYPONYM(place, agencies)
HYPONYM(motors, car_parts)
HYPONYM(sewage, contaminants)
HYPONYM(bulldozers, armored_vehicles)
HYPONYM(dollar_bills, paper_money)
HYPONYM(acetaldehyde, byproducts)
HYPONYM(nerve_gas, neurotoxins)
HYPONYM(europeans, donors)
HYPONYM(agents, vendors)
HYPONYM(mayors, elected_officials)
HYPONYM(medical_students, folks)
HYPONYM(social_scientists, scholars)
HYPONYM(fires, catastrophes)
HYPONYM(hats, equipment)
HYPONYM(soft_drinks, beverages)
HYPONYM(fear, emotions)
HYPONYM(polio, infectious_diseases)
HYPONYM(cigarette_butts, garbage)
HYPONYM(christians, victims)
HYPONYM(texas, institutions)
HYPONYM(john_cage, conduits)
HYPONYM(meals, employees)
HYPONYM(murder, offenses)
HYPONYM(members, united_states_congress)
HYPONYM(gas, necessities)
HYPONYM(judges, niceties)
HYPONYM(proposals, tuesday)
HYPONYM(work, stresses)
HYPONYM(gas, sectors)
HYPONYM(cranberries, denizens)
HYPONYM(jazz, musicians)
HYPONYM(disorderly_conduct, offenses)
HYPONYM(madonna, artists)
HYPONYM(pinworms, animals)
HYPONYM(computers, consumer_goods)
HYPONYM(cancer, disease)
HYPONYM(fertilizers, pollutants)
HYPONYM(shelley, writers)
HYPONYM(tea, products)
HYPONYM(commanders, officials)
HYPONYM(challenges, litigation)
HYPONYM(mice, vertebrates)
HYPONYM(foreigners, visitors)
HYPONYM(churches, locations)
HYPONYM(officers, officers)
HYPONYM(food_processors, purveyors)
HYPONYM(educators, adults)
HYPONYM(politicians, religious_leaders)
HYPONYM(frogs, creatures)
HYPONYM(fidel_castro, opponents)
HYPONYM(baseball_players, athletes)
HYPONYM(calligraphy, arts)
HYPONYM(leatherleaf, denizens)
HYPONYM(servers, computer_systems)
HYPONYM(infection, complications)
HYPONYM(pyramids, structures)
HYPONYM(peppers, spices)
HYPONYM(loving_cups, tokens)
HYPONYM(pickpockets, undesirables)
HYPONYM(severance, payments)
HYPONYM(thread, materials)
HYPONYM(frogs, amphibians)
HYPONYM(consultants, experts)
HYPONYM(taiwan, countries)
HYPONYM(ellington, composers)
HYPONYM(mutual_funds, financial_institutions)
HYPONYM(advertisers, students)
HYPONYM(digital_cameras, electronic_equipment)
HYPONYM(mercury, toxins)
HYPONYM(daughter-in-law, relatives)
HYPONYM(chairman, state_senators)
HYPONYM(text, elements)
HYPONYM(lemurs, wildlife)
HYPONYM(seeds, basics)
HYPONYM(nervousness, emotions)
HYPONYM(securities, property)
HYPONYM(children, adults)
HYPONYM(arts, architectural_styles)
HYPONYM(sculpture, creations)
HYPONYM(uzbeks, foreigners)
HYPONYM(staff, new_york)
HYPONYM(bicycles, bits)
HYPONYM(plays, activities)
HYPONYM(yuppies, newcomers)
HYPONYM(homework, classroom_projects)
HYPONYM(stock_options, assets)
HYPONYM(leisure, publications)
HYPONYM(boots, equipment)
HYPONYM(tanguy, artists)
HYPONYM(earmuffs, materials)
HYPONYM(hair, materials)
HYPONYM(veterinarians, specialists)
HYPONYM(diamonds, jewelry)
HYPONYM(artists, travelers)
HYPONYM(gas_pumps, cars)
HYPONYM(settlers, israelis)
HYPONYM(frontier, pittsburgh)
HYPONYM(rifles, firearms)
HYPONYM(hikes, excursions)
HYPONYM(wittgenstein, philosophers)
HYPONYM(scholastic, publishers)
HYPONYM(food, kuwait)
HYPONYM(bach, composers)
HYPONYM(extension, europeans)
HYPONYM(actors, republicans)
HYPONYM(employees, civilians)
HYPONYM(parking_lots, watershed)
HYPONYM(algeria, countries)
HYPONYM(multiple_sclerosis, diseases)
HYPONYM(incidents, health)
HYPONYM(deforestation, human_activity)
HYPONYM(growth_hormones, chemicals)
HYPONYM(tongues, offal)
HYPONYM(skin, ailments)
HYPONYM(sedans, cars)
HYPONYM(union, counties)
HYPONYM(lymphoma, diseases)
HYPONYM(voice, nuances)
HYPONYM(dinosaurs, creatures)
HYPONYM(ukraine, new_york)
HYPONYM(car_loans, consumer_credit)
HYPONYM(telephone_numbers, information)
HYPONYM(humans, animals)
HYPONYM(rent, items)
HYPONYM(broadway, attractions)
HYPONYM(alka-seltzer, marketers)
HYPONYM(psychologists, members)
HYPONYM(deposit, havens)
HYPONYM(rosemary, herbs)
HYPONYM(anger, emotions)
HYPONYM(fibers, hairs)
HYPONYM(wolves, wildlife)
HYPONYM(shostakovich, composers)
HYPONYM(carbon, chemicals)
HYPONYM(bookstores, institutions)
HYPONYM(fabrics, girls)
HYPONYM(government_ministers, guests)
HYPONYM(farmers, customers)
HYPONYM(pbs, buyers)
HYPONYM(grades, qualifications)
HYPONYM(bear, animals)
HYPONYM(freeman, students)
HYPONYM(cousins, family)
HYPONYM(correspondence, information)
HYPONYM(australian_dollar, currencies)
HYPONYM(labor_leaders, democrats)
HYPONYM(stores, web_sites)
HYPONYM(homes, settings)
HYPONYM(findings, researchers)
HYPONYM(boston, dignitaries)
HYPONYM(calder, artists)
HYPONYM(day, riders)
HYPONYM(south_korean, visitors)
HYPONYM(pillars, scrims)
HYPONYM(cabbies, motorists)
HYPONYM(discounts, sales_incentives)
HYPONYM(sensors, devices)
HYPONYM(iraq, experts)
HYPONYM(flowers, elements)
HYPONYM(whitman, writers)
HYPONYM(sloths, animals)
HYPONYM(family, friends)
HYPONYM(bondholders, creditors)
HYPONYM(alarms, deterrents)
HYPONYM(leonard_bernstein, colleagues)
HYPONYM(painters, workers)
HYPONYM(ties, washington)
HYPONYM(windows, system)
HYPONYM(station_agents, employees)
HYPONYM(geologists, scientists)
HYPONYM(vermont, institutions)
HYPONYM(bank_checks, items)
HYPONYM(angola, nations)
HYPONYM(vulgarity, traits)
HYPONYM(signs, paraphernalia)
HYPONYM(supervisors, workers)
HYPONYM(fear, fears)
HYPONYM(members, americans)
HYPONYM(dancing, entertainment)
HYPONYM(senators, candidates)
HYPONYM(charges, members)
HYPONYM(iraqis, foreigners)
HYPONYM(scenes, violence)
HYPONYM(deaths, mistreatment)
HYPONYM(relatives, collectors)
HYPONYM(arugula, salad_greens)
HYPONYM(music, materials)
HYPONYM(potatoes, carbohydrates)
HYPONYM(music, media)
HYPONYM(traffic, disruptions)
HYPONYM(students, consumers)
HYPONYM(bunnies, fauna)
HYPONYM(children, families)
HYPONYM(transistors, electronic_devices)
HYPONYM(refrigerators, equipment)
HYPONYM(collectors, sources)
HYPONYM(keys, sundries)
HYPONYM(soft_drinks, food_products)
HYPONYM(qatar, natural_gas)
HYPONYM(tokyo, institutions)
HYPONYM(explosions, disasters)
HYPONYM(cribs, girls)
HYPONYM(midwives, health_professionals)
HYPONYM(paper_bags, containers)
HYPONYM(documents, sources)
HYPONYM(ecuador, nations)
HYPONYM(film, arts)
HYPONYM(designers, professionals)
HYPONYM(hormones, additives)
HYPONYM(cooking_utensils, basics)
HYPONYM(sun, competitors)
HYPONYM(drawings, work)
HYPONYM(tomatoes, commodities)
HYPONYM(economics, topics)
HYPONYM(housing, iraq)
HYPONYM(wool, materials)
HYPONYM(films, materials)
HYPONYM(sports, extracurricular_activities)
HYPONYM(violence, disruptions)
HYPONYM(artificial_intelligence, topics)
HYPONYM(engineers, individuals)
HYPONYM(publicists, students)
HYPONYM(cash, items)
HYPONYM(neurons, brain_cells)
HYPONYM(replicas, gas_lamps)
HYPONYM(mud, materials)
HYPONYM(room, incidentals)
HYPONYM(apartments, residences)
HYPONYM(bill_clinton, democrats)
HYPONYM(pistols, firearms)
HYPONYM(blacks, voters)
HYPONYM(chemotherapy, treatments)
HYPONYM(anesthesiologists, staff_members)
HYPONYM(bill_clinton, governors)
HYPONYM(germany, athens)
HYPONYM(georgia, nations)
HYPONYM(surgeons, professionals)
HYPONYM(jets, opponents)
HYPONYM(journalists, noncombatants)
HYPONYM(catholics, immigrants)
HYPONYM(kidnappings, crimes)
HYPONYM(plug, units)
HYPONYM(creams, hormones)
HYPONYM(shares, shares)
HYPONYM(clubs, attractions)
HYPONYM(energy, goods)
HYPONYM(darts, items)
HYPONYM(discipline, problems)
HYPONYM(cancer, health_problems)
HYPONYM(nitrogen, contaminants)
HYPONYM(use, logistic_assistance)
HYPONYM(care, agencies)
HYPONYM(members, prisoners)
HYPONYM(paintings, sources)
HYPONYM(dancing, entertainments)
HYPONYM(citrus, tarts)
HYPONYM(viruses, invaders)
HYPONYM(paintings, france)
HYPONYM(car_rentals, travel_expenses)
HYPONYM(pitcher_plants, denizens)
HYPONYM(reptiles, animals)
HYPONYM(rapes, crimes)
HYPONYM(faculty_members, experts)
HYPONYM(phoenix, cities)
HYPONYM(mark_twain, writers)
HYPONYM(manuscripts, memorabilia)
HYPONYM(pollution, human_activities)
HYPONYM(shampoos, toiletries)
HYPONYM(statement, members)
HYPONYM(hartebeests, wildlife)
HYPONYM(virginia_woolf, suicide)
HYPONYM(women, sub-saharan_africa)
HYPONYM(restaurants, workplaces)
HYPONYM(mayors, candidates)
HYPONYM(currencies, assets)
HYPONYM(child_care, social_services)
HYPONYM(zuni, artifacts)
HYPONYM(meals, attractions)
HYPONYM(spinal_cords, nerve_tissue)
HYPONYM(viruses, threats)
HYPONYM(magic, festivities)
HYPONYM(circulation, areas)
HYPONYM(manufacturers, proponents)
HYPONYM(chicken_hawks, hustlers)
HYPONYM(senna, tea)
HYPONYM(billboard, trade_magazines)
HYPONYM(sanders, critics)
HYPONYM(depression, illnesses)
HYPONYM(financial_statements, information)
HYPONYM(satellites, platforms)
HYPONYM(meat, vegetables)
HYPONYM(aircraft, materiel)
HYPONYM(grains, materials)
HYPONYM(ichthyologists, members)
HYPONYM(cribs, items)
HYPONYM(civic_leaders, politicians)
HYPONYM(oman, natural_gas)
HYPONYM(kidneys, offal)
HYPONYM(assaults, detainees)
HYPONYM(poems, artworks)
HYPONYM(sources, iraq)
HYPONYM(egyptians, drivers)
HYPONYM(passports, official_documents)
HYPONYM(grants, subsidies)
HYPONYM(korea, scandinavia)
HYPONYM(condoms, ingredients)
HYPONYM(grain, goods)
HYPONYM(details, patients)
HYPONYM(osteoporosis, diseases)
HYPONYM(trucks, materiel)
HYPONYM(respect, qualities)
HYPONYM(foreign_ministers, officials)
HYPONYM(yellow_pages, telephone_directories)
HYPONYM(bears, animals)
HYPONYM(steel, commodities)
HYPONYM(accounting, irregularities)
HYPONYM(services, adults)
HYPONYM(mugs, items)
HYPONYM(photographs, artifacts)
HYPONYM(atlantic_city, venues)
HYPONYM(car_bombs, explosives)
HYPONYM(tonic, two_weeks)
HYPONYM(lobbies, spaces)
HYPONYM(topography, areas)
HYPONYM(confirmation, longevity)
HYPONYM(family, militants)
HYPONYM(mali, countries)
HYPONYM(colleagues, athletes)
HYPONYM(porches, bits)
HYPONYM(council_members, critics)
HYPONYM(engineers, workers)
HYPONYM(aid, benefits)
HYPONYM(city, web_sites)
HYPONYM(chicks, fauna)
HYPONYM(articles, news_reports)
HYPONYM(shakespeare, giants)
HYPONYM(breakfast, florida)
HYPONYM(phosphorus, nutrients)
HYPONYM(kandinsky, artists)
HYPONYM(jewelry, memorials)
HYPONYM(hats, garb)
HYPONYM(arrests, legal_actions)
HYPONYM(oil, metals)
HYPONYM(telephone_operators, workers)
HYPONYM(vioxx, anti-inflammatory_drugs)
HYPONYM(voles, animals)
HYPONYM(ivory, materials)
HYPONYM(asthma, respiratory_diseases)
HYPONYM(motor_homes, things)
HYPONYM(fees, expenses)
HYPONYM(hasidim, orthodox_jews)
HYPONYM(breads, items)
HYPONYM(sand, contaminants)
HYPONYM(humans, vertebrates)
HYPONYM(locks, hardware)
HYPONYM(psychologists, professionals)
HYPONYM(weight, characteristics)
HYPONYM(loyalty, aspects)
HYPONYM(government, society)
HYPONYM(bill_clinton, politicians)
HYPONYM(leisure, activities)
HYPONYM(name, information)
HYPONYM(snacks, beverages)
HYPONYM(passwords, confidential_information)
HYPONYM(baskets, items)
HYPONYM(gossip_columnists, students)
HYPONYM(drug_abuse, misdeeds)
HYPONYM(cockatoos, wildlife)
HYPONYM(jealousy, topics)
HYPONYM(novels, fiction)
HYPONYM(bald_eagles, animals)
HYPONYM(insects, animals)
HYPONYM(drivers, consumers)
HYPONYM(bulldozers, vehicles)
HYPONYM(physicians, health_care_providers)
HYPONYM(cabbage, vegetables)
HYPONYM(homer, children)
HYPONYM(wigs, getups)
HYPONYM(humidity, climate)
HYPONYM(plays, narratives)
HYPONYM(peanuts, food_products)
HYPONYM(psychotherapy, treatment)
HYPONYM(informers, sources)
HYPONYM(costumes, accessories)
HYPONYM(office_furniture, debris)
HYPONYM(interviews, information)
HYPONYM(language, hallmarks)
HYPONYM(cigarettes, tobacco)
HYPONYM(teenagers, children)
HYPONYM(finland, countries)
HYPONYM(the_shiites, ethnic_group)
HYPONYM(iraqis, muslims)
HYPONYM(debussy, composers)
HYPONYM(helicopters, aircraft)
HYPONYM(lawmakers, decision_makers)
HYPONYM(hotels, foreigners)
HYPONYM(phosphates, pollutants)
HYPONYM(commanders, power_brokers)
HYPONYM(south_korea, asian_countries)
HYPONYM(measures, countries)
HYPONYM(praise, praise)
HYPONYM(friends, collectors)
HYPONYM(packages, vendors)
HYPONYM(government_offices, institutions)
HYPONYM(films, narratives)
HYPONYM(ivory, goods)
HYPONYM(bulbs, equipment)
HYPONYM(books, steinberg)
HYPONYM(jonah, children)
HYPONYM(bases, military_installations)
HYPONYM(crafts, creations)
HYPONYM(health, insurance)
HYPONYM(manuals, materials)
HYPONYM(van_gogh, artists)
HYPONYM(barracuda, predators)
HYPONYM(mail_fraud, offenses)
HYPONYM(north_korea, nuclear_weapons)
HYPONYM(southwest, pittsburgh)
HYPONYM(governments, private_foundations)
HYPONYM(willow, shrubs)
HYPONYM(rice, commodities)
HYPONYM(synagogues, gathering_places)
HYPONYM(dioxin, contaminants)
HYPONYM(lunches, friends)
HYPONYM(egypt, african_nations)
HYPONYM(snails, pests)
HYPONYM(ghana, countries)
HYPONYM(metals, commodities)
HYPONYM(soaps, toiletries)
HYPONYM(gas, contaminants)
HYPONYM(cuts, consequences)
HYPONYM(lumber, cargo)
HYPONYM(string, materials)
HYPONYM(musk_deer, animals)
HYPONYM(seaports, institutions)
HYPONYM(experts, computer_experts)
HYPONYM(trade, violations)
HYPONYM(news, areas)
HYPONYM(tiaras, accessories)
HYPONYM(sculpture, media)
HYPONYM(posters, materials)
HYPONYM(druggings, mistreatment)
HYPONYM(efforts, inquiries)
HYPONYM(hospitals, businesses)
HYPONYM(henry_moore, artists)
HYPONYM(bistros, restaurants)
HYPONYM(stocks, products)
HYPONYM(imagery, kinds)
HYPONYM(composite_materials, equipment)
HYPONYM(permits, items)
HYPONYM(students, professionals)
HYPONYM(breast_cancer, diseases)
HYPONYM(el_salvador, nations)
HYPONYM(feathers, animal_products)
HYPONYM(colors, characteristics)
HYPONYM(interrogation, intelligence)
HYPONYM(prostheses, contraptions)
HYPONYM(kitchen, units)
HYPONYM(figures, candidates)
HYPONYM(paintings, collection)
HYPONYM(buddy, investors)
HYPONYM(parents, homeowners)
HYPONYM(presidents, politicians)
HYPONYM(celery, vegetables)
HYPONYM(consultants, professionals)
HYPONYM(soldiers, foreigners)
HYPONYM(refrigerators, household_appliances)
HYPONYM(audubon, notables)
HYPONYM(brokers, insiders)
HYPONYM(spices, additives)
HYPONYM(laundry, kuwait)
HYPONYM(owls, performers)
HYPONYM(john_dory, seafood)
HYPONYM(cd_players, devices)
HYPONYM(films, software)
HYPONYM(railroads, properties)
HYPONYM(restaurants, gathering_places)
HYPONYM(storage, sundries)
HYPONYM(bats, wildlife)
HYPONYM(utilities, public_services)
HYPONYM(puerto_ricans, latin_americans)
HYPONYM(strollers, vehicles)
HYPONYM(detonators, paraphernalia)
HYPONYM(day, newspapers)
HYPONYM(civilians, individuals)
HYPONYM(cards, documents)
HYPONYM(jews, refugees)
HYPONYM(speech, problems)
HYPONYM(actions, actions)
HYPONYM(agency, regulatory_agencies)
HYPONYM(chairs, furniture)
HYPONYM(boycotts, resistance)
HYPONYM(systems, pipelines)
HYPONYM(flu, respiratory_infections)
HYPONYM(radar, equipment)
HYPONYM(neurosurgeons, specialists)
HYPONYM(romania, countries)
HYPONYM(johnson, cars)
HYPONYM(field, competitors)
HYPONYM(power_plants, sources)
HYPONYM(caps, weaponry)
HYPONYM(assault, offenses)
HYPONYM(pakistanis, drivers)
HYPONYM(doughnuts, sweets)
HYPONYM(inquiries, actions)
HYPONYM(corporations, entities)
HYPONYM(urdu, languages)
HYPONYM(edward_albee, colleagues)
HYPONYM(buildings, places)
HYPONYM(administrators, experts)
HYPONYM(bob_dylan, performers)
HYPONYM(marriages, religious_rites)
HYPONYM(britain, leaders)
HYPONYM(air_bags, devices)
HYPONYM(earth, terrains)
HYPONYM(shields, markers)
HYPONYM(edison, florida)
HYPONYM(lizards, wildlife)
HYPONYM(kohls, discounters)
HYPONYM(cotton, materials)
HYPONYM(mussels, seafood)
HYPONYM(opera, enterprises)
HYPONYM(cape_town, south_africa)
HYPONYM(restaurants, foreigners)
HYPONYM(chemistry, science)
HYPONYM(hydrochloric_acid, chemicals)
HYPONYM(clothes, basics)
HYPONYM(oil, ingredients)
HYPONYM(furniture, consumer_goods)
HYPONYM(presidents, francophobes)
HYPONYM(return_addresses, information)
HYPONYM(comic_books, materials)
HYPONYM(admiral, customers)
HYPONYM(piazza, television)
HYPONYM(chad, countries)
HYPONYM(ladies, magazines)
HYPONYM(common_colds, respiratory_infections)
HYPONYM(lassa_fever, diseases)
HYPONYM(music, data)
HYPONYM(routers, equipment)
HYPONYM(notebooks, devices)
HYPONYM(phones, items)
HYPONYM(peter, boys)
HYPONYM(lawyers, officials)
HYPONYM(tulips, flora)
HYPONYM(leukemia, diseases)
HYPONYM(oils, lubricants)
HYPONYM(phones, electronic_devices)
HYPONYM(universities, institutions)
HYPONYM(questions, checkups)
HYPONYM(galveston, officials)
HYPONYM(liver_disease, ailments)
HYPONYM(meteorologists, staff_members)
HYPONYM(abortions, surgeries)
HYPONYM(sprinklers, hardware)
HYPONYM(tugboats, vessels)
HYPONYM(money_laundering, misdeeds)
HYPONYM(children, antidepressants)
HYPONYM(victor_hugo, artists)
HYPONYM(malaysia, countries)
HYPONYM(accountants, residents)
HYPONYM(memos, correspondence)
HYPONYM(flavorings, additives)
HYPONYM(photographers, filmmakers)
HYPONYM(catcher, scenes)
HYPONYM(plan, democrats)
HYPONYM(oranges, vegetables)
HYPONYM(falcons, raptors)
HYPONYM(sabra, lebanon)
HYPONYM(luxor, nevada)
HYPONYM(lawyers, consultants)
HYPONYM(astors, millionaires)
HYPONYM(j._d._salinger, artists)
HYPONYM(producers, republicans)
HYPONYM(muscular_dystrophy, illnesses)
HYPONYM(families, visitors)
HYPONYM(haiti, hot_spots)
HYPONYM(chopin, chopin)
HYPONYM(signs, polling_places)
HYPONYM(lipsticks, cosmetics)
HYPONYM(areas, waterfront)
HYPONYM(draws, plays)
HYPONYM(khrushchev, leaders)
HYPONYM(restaurateurs, customers)
HYPONYM(aid, incentives)
HYPONYM(benzene, chemicals)
HYPONYM(hungary, nations)
HYPONYM(instruments, memorabilia)
HYPONYM(paralysis, disabilities)
HYPONYM(justice, aspects)
HYPONYM(gibbons, composers)
HYPONYM(team, teams)
HYPONYM(authors, intellectuals)
HYPONYM(rats, things)
HYPONYM(sodium_cyanide, chemicals)
HYPONYM(memorabilia, items)
HYPONYM(grandchildren, relatives)
HYPONYM(collier, magazines)
HYPONYM(uzi, semiautomatic_firearms)
HYPONYM(fruits, natural_objects)
HYPONYM(computers, hardware)
HYPONYM(favors, giveaways)
HYPONYM(lesotho, sub-saharan_africa)
HYPONYM(calendars, items)
HYPONYM(actors, performers)
HYPONYM(grease, chemicals)
HYPONYM(bones, sources)
HYPONYM(maps, materials)
HYPONYM(isolation, procedures)
HYPONYM(burglaries, crimes)
HYPONYM(medications, treatment)
HYPONYM(religious_schools, private_schools)
HYPONYM(critics, members)
HYPONYM(conflicts, fiduciary_duty)
HYPONYM(utilities, industries)
HYPONYM(farmers, residents)
HYPONYM(ham, necessities)
HYPONYM(controllers, elected_officials)
HYPONYM(carriages, vehicles)
HYPONYM(example, organizations)
HYPONYM(light, space)
HYPONYM(cosmologists, members)
HYPONYM(dishes, items)
HYPONYM(tom_hanks, film_stars)
HYPONYM(women, customers)
HYPONYM(trenton, new_jersey)
HYPONYM(vacuum_cleaners, equipment)
HYPONYM(developers, members)
HYPONYM(germans, countries)
HYPONYM(philadelphia, urban_areas)
HYPONYM(power_lines, equipment)
HYPONYM(weddings, milestones)
HYPONYM(aides, strategists)
HYPONYM(motorcycles, vehicles)
HYPONYM(manholes, equipment)
HYPONYM(security, upkeep)
HYPONYM(specks, debris)
HYPONYM(movie_stars, denizens)
HYPONYM(japan, institutions)
HYPONYM(violence, problems)
HYPONYM(spain, members)
HYPONYM(rape, sexual_abuse)
HYPONYM(britain, european_nations)
HYPONYM(transducers, devices)
HYPONYM(japan, athens)
HYPONYM(march, measures)
HYPONYM(heart_attacks, ailments)
HYPONYM(dorothea_lange, photographers)
HYPONYM(santa_claus, log_cabins)
HYPONYM(teenagers, supporters)
HYPONYM(relatives, artists)
